Author_id,Group,Gender,Group_member,If_winner,Event,Persistence
A_5770,g_1027,men,contender,0,1,17
A_5771,g_1027,men,contender,0,0,23
A_5772,g_1027,men,contender,0,0,26
A_5773,g_1027,men,contender,0,0,20
A_5774,g_1028,men,prizewinner,1,0,7
A_5775,g_1028,men,contender,0,0,7
A_5776,g_1028,men,contender,0,0,7
A_5777,g_1028,men,contender,0,0,7
A_5778,g_1028,men,contender,0,0,6
A_5779,g_1028,men,contender,0,0,11
A_5780,g_1029,men,prizewinner,1,1,41
A_5781,g_1029,men,contender,0,1,40
A_5782,g_1029,men,contender,0,1,38
A_5783,g_1029,men,contender,0,0,44
A_5784,g_1029,men,contender,0,1,37
A_5785,g_1029,men,contender,0,0,45
A_5786,g_1030,men,prizewinner,1,1,33
A_5787,g_1030,men,contender,0,1,39
A_5788,g_1030,men,contender,0,1,14
A_5789,g_1030,men,contender,0,1,31
A_5790,g_1030,men,contender,0,1,32
A_5791,g_1030,men,contender,0,1,19
A_5792,g_1031,men,prizewinner,1,0,8
A_5793,g_1031,men,contender,0,0,14
A_5794,g_1031,men,contender,0,0,8
A_5795,g_1031,men,contender,0,0,7
A_5796,g_1031,men,contender,0,0,8
A_5797,g_1031,men,contender,0,0,8
A_5798,g_1032,men,prizewinner,1,0,7
A_5799,g_1032,men,contender,0,0,12
A_5800,g_1032,men,contender,0,0,7
A_5801,g_1032,men,contender,0,0,8
A_5802,g_1032,men,contender,0,0,9
A_5803,g_1032,men,contender,0,0,8
A_5804,g_1033,men,prizewinner,1,0,24
A_5805,g_1033,men,contender,0,1,19
A_5806,g_1033,men,contender,0,1,16
A_5807,g_1033,men,contender,0,1,17
A_5808,g_1033,men,contender,0,1,18
A_5809,g_1033,men,contender,0,1,21
A_5810,g_1034,men,prizewinner,1,0,21
A_5811,g_1034,men,contender,0,1,19
A_5812,g_1034,men,contender,0,1,5
A_5813,g_1034,men,contender,0,1,20
A_5814,g_1034,men,contender,0,1,15
A_5815,g_1034,men,contender,0,1,14
A_5816,g_1035,men,prizewinner,1,0,9
A_5817,g_1035,men,contender,0,0,14
A_5818,g_1035,men,contender,0,0,13
A_5819,g_1035,men,contender,0,1,4
A_5820,g_1035,men,contender,0,0,11
A_5821,g_1035,men,contender,0,0,13
A_5822,g_1036,men,prizewinner,1,0,7
A_5823,g_1036,men,contender,0,0,7
A_5824,g_1036,men,contender,0,0,5
A_5825,g_1036,men,contender,0,0,11
A_5826,g_1036,men,contender,0,0,6
A_5827,g_1036,men,contender,0,0,9
A_5828,g_1037,men,prizewinner,1,1,21
A_5829,g_1037,men,contender,0,1,6
A_5830,g_1037,men,contender,0,1,17
A_5831,g_1037,men,contender,0,1,12
A_5832,g_1037,men,contender,0,1,1
A_5833,g_1037,men,contender,0,0,27
A_5834,g_1038,men,prizewinner,1,0,11
A_5835,g_1038,men,contender,0,0,12
A_5836,g_1038,men,contender,0,0,15
A_5837,g_1038,men,contender,0,0,12
A_5838,g_1038,men,contender,0,0,14
A_5839,g_1038,men,contender,0,0,14
A_5840,g_1039,men,prizewinner,1,0,36
A_5841,g_1039,men,contender,0,1,29
A_5842,g_1039,men,contender,0,1,35
A_5843,g_1040,men,prizewinner,1,0,8
A_5844,g_1040,men,contender,0,0,9
A_5845,g_1040,men,contender,0,0,8
A_5846,g_1040,men,contender,0,0,14
A_5847,g_1040,men,contender,0,0,10
A_5848,g_1040,men,contender,0,0,13
A_5849,g_1041,men,prizewinner,1,0,5
A_5850,g_1041,men,contender,0,0,6
A_5851,g_1041,men,contender,0,0,7
A_5852,g_1041,men,contender,0,0,7
A_5853,g_1041,men,contender,0,0,6
A_5854,g_1041,men,contender,0,1,4
A_5855,g_1042,men,prizewinner,1,0,10
A_5856,g_1042,men,contender,0,1,6
A_5857,g_1042,men,contender,0,0,15
A_5858,g_1042,men,contender,0,1,12
A_5859,g_1042,men,contender,0,0,8
A_5860,g_1042,men,contender,0,0,10
A_5861,g_1043,men,prizewinner,1,0,10
A_5862,g_1043,men,contender,0,0,9
A_5863,g_1043,men,contender,0,0,10
A_5864,g_1043,men,contender,0,0,9
A_5865,g_1043,men,contender,0,0,11
A_5866,g_1043,men,contender,0,0,9
A_5867,g_1044,men,prizewinner,1,0,37
A_5868,g_1044,men,contender,0,0,35
A_5869,g_1044,men,contender,0,0,36
A_5870,g_1044,men,contender,0,0,35
A_5871,g_1044,men,contender,0,0,38
A_5872,g_1044,men,contender,0,0,37
A_5873,g_1045,men,prizewinner,1,0,27
A_5874,g_1045,men,contender,0,0,27
A_5875,g_1045,men,contender,0,1,26
A_5876,g_1045,men,contender,0,0,32
A_5877,g_1045,men,contender,0,0,28
A_5878,g_1045,men,contender,0,1,29
A_5879,g_1046,men,prizewinner,1,0,5
A_5880,g_1046,men,contender,0,0,5
A_5881,g_1046,men,contender,0,0,4
A_5882,g_1046,men,contender,0,0,11
A_5883,g_1046,men,contender,0,0,9
A_5884,g_1046,men,contender,0,0,10
A_5885,g_1047,men,prizewinner,1,0,16
A_5886,g_1047,men,contender,0,0,17
A_5887,g_1047,men,contender,0,0,17
A_5888,g_1047,men,contender,0,0,17
A_5889,g_1047,men,contender,0,0,23
A_5890,g_1047,men,contender,0,0,15
A_5891,g_1048,men,prizewinner,1,0,15
A_5892,g_1048,men,contender,0,0,13
A_5893,g_1048,men,contender,0,0,18
A_5894,g_1048,men,contender,0,0,19
A_5895,g_1048,men,contender,0,0,14
A_5896,g_1048,men,contender,0,0,22
A_5897,g_1049,men,prizewinner,1,0,21
A_5898,g_1049,men,contender,0,0,23
A_5899,g_1049,men,contender,0,0,22
A_5900,g_1049,men,contender,0,0,23
A_5901,g_1049,men,contender,0,0,22
A_5902,g_1049,men,contender,0,0,21
A_5903,g_1050,men,prizewinner,1,1,28
A_5904,g_1050,men,contender,0,1,12
A_5905,g_1050,men,contender,0,1,14
A_5906,g_1050,men,contender,0,1,29
A_5907,g_1050,men,contender,0,1,26
A_5908,g_1050,men,contender,0,0,30
A_5909,g_1051,men,prizewinner,1,0,24
A_5910,g_1051,men,contender,0,0,24
A_5911,g_1051,men,contender,0,0,22
A_5912,g_1051,men,contender,0,1,25
A_5913,g_1051,men,contender,0,0,24
A_5914,g_1051,men,contender,0,0,26
A_5915,g_1052,men,prizewinner,1,1,13
A_5916,g_1052,men,contender,0,1,8
A_5917,g_1052,men,contender,0,1,0
A_5918,g_1052,men,contender,0,1,10
A_5919,g_1052,men,contender,0,1,0
A_5920,g_1052,men,contender,0,1,0
A_5921,g_1053,men,prizewinner,1,0,8
A_5922,g_1053,men,contender,0,0,12
A_5923,g_1053,men,contender,0,0,10
A_5924,g_1053,men,contender,0,0,7
A_5925,g_1053,men,contender,0,1,7
A_5926,g_1053,men,contender,0,0,7
A_5927,g_1054,men,prizewinner,1,1,3
A_5928,g_1054,men,contender,0,1,8
A_5929,g_1054,men,contender,0,1,6
A_5930,g_1055,men,prizewinner,1,0,6
A_5931,g_1055,men,contender,0,0,6
A_5932,g_1055,men,contender,0,0,6
A_5933,g_1055,men,contender,0,0,10
A_5934,g_1055,men,contender,0,0,5
A_5935,g_1055,men,contender,0,0,7
A_5936,g_1056,men,prizewinner,1,0,11
A_5937,g_1056,men,contender,0,0,15
A_5938,g_1056,men,contender,0,0,14
A_5939,g_1056,men,contender,0,0,11
A_5940,g_1056,men,contender,0,0,10
A_5941,g_1056,men,contender,0,0,11
A_5942,g_1057,men,prizewinner,1,1,13
A_5943,g_1057,men,contender,0,0,13
A_5944,g_1057,men,contender,0,0,14
A_5945,g_1057,men,contender,0,0,16
A_5946,g_1057,men,contender,0,0,18
A_5947,g_1057,men,contender,0,0,18
A_5948,g_1058,men,prizewinner,1,0,19
A_5949,g_1058,men,contender,0,0,21
A_5950,g_1058,men,contender,0,0,19
A_5951,g_1058,men,contender,0,0,20
A_5952,g_1058,men,contender,0,0,18
A_5953,g_1058,men,contender,0,0,19
A_5954,g_1059,men,prizewinner,1,0,8
A_5955,g_1059,men,contender,0,0,11
A_5956,g_1059,men,contender,0,0,11
A_5957,g_1059,men,contender,0,0,8
A_5958,g_1059,men,contender,0,0,13
A_5959,g_1059,men,contender,0,0,11
A_5960,g_1060,men,prizewinner,1,0,7
A_5961,g_1060,men,contender,0,0,9
A_5962,g_1060,men,contender,0,0,13
A_5963,g_1060,men,contender,0,0,7
A_5964,g_1060,men,contender,0,0,11
A_5965,g_1060,men,contender,0,0,7
A_5966,g_1061,men,prizewinner,1,0,8
A_5967,g_1061,men,contender,0,0,6
A_5968,g_1061,men,contender,0,0,7
A_5969,g_1061,men,contender,0,0,10
A_5970,g_1061,men,contender,0,0,8
A_5971,g_1061,men,contender,0,0,7
A_5972,g_1062,men,prizewinner,1,1,17
A_5973,g_1062,men,contender,0,1,21
A_5974,g_1062,men,contender,0,0,24
A_5975,g_1062,men,contender,0,0,26
A_5976,g_1062,men,contender,0,1,22
A_5977,g_1062,men,contender,0,0,25
A_5978,g_1063,men,prizewinner,1,1,23
A_5979,g_1063,men,contender,0,1,17
A_5980,g_1063,men,contender,0,1,22
A_5981,g_1063,men,contender,0,1,18
A_5982,g_1063,men,contender,0,1,31
A_5983,g_1063,men,contender,0,1,12
A_5984,g_1064,men,prizewinner,1,0,18
A_5985,g_1064,men,contender,0,0,19
A_5986,g_1064,men,contender,0,1,21
A_5987,g_1064,men,contender,0,0,18
A_5988,g_1064,men,contender,0,1,21
A_5989,g_1064,men,contender,0,0,17
A_5990,g_1065,men,prizewinner,1,1,17
A_5991,g_1065,men,contender,0,0,21
A_5992,g_1065,men,contender,0,0,24
A_5993,g_1065,men,contender,0,0,22
A_5994,g_1065,men,contender,0,0,23
A_5995,g_1065,men,contender,0,0,21
A_5996,g_1066,men,prizewinner,1,0,12
A_5997,g_1066,men,contender,0,0,13
A_5998,g_1066,men,contender,0,0,11
A_5999,g_1066,men,contender,0,1,10
A_6000,g_1066,men,contender,0,0,15
A_6001,g_1066,men,contender,0,0,13
A_6002,g_1067,men,prizewinner,1,1,0
A_6003,g_1067,men,contender,0,1,0
A_6004,g_1067,men,contender,0,1,0
A_6005,g_1067,men,contender,0,1,7
A_6006,g_1067,men,contender,0,1,5
A_6007,g_1067,men,contender,0,1,8
A_6008,g_1068,men,prizewinner,1,0,18
A_6009,g_1068,men,contender,0,0,19
A_6010,g_1068,men,contender,0,0,20
A_6011,g_1068,men,contender,0,0,20
A_6012,g_1068,men,contender,0,0,20
A_6013,g_1068,men,contender,0,1,16
A_6014,g_1069,men,prizewinner,1,0,9
A_6015,g_1069,men,contender,0,0,10
A_6016,g_1069,men,contender,0,0,13
A_6017,g_1069,men,contender,0,0,12
A_6018,g_1069,men,contender,0,0,9
A_6019,g_1069,men,contender,0,0,14
A_6020,g_1070,men,prizewinner,1,1,5
A_6021,g_1070,men,contender,0,1,8
A_6022,g_1070,men,contender,0,1,3
A_6023,g_1070,men,contender,0,1,25
A_6024,g_1070,men,contender,0,1,4
A_6025,g_1070,men,contender,0,1,35
A_6026,g_1071,men,prizewinner,1,1,19
A_6027,g_1071,men,contender,0,1,19
A_6028,g_1071,men,contender,0,1,7
A_6029,g_1071,men,contender,0,0,20
A_6030,g_1071,men,contender,0,1,21
A_6031,g_1071,men,contender,0,1,18
A_6032,g_1072,men,prizewinner,1,0,4
A_6033,g_1072,men,contender,0,0,4
A_6034,g_1072,men,contender,0,0,10
A_6035,g_1072,men,contender,0,0,5
A_6036,g_1072,men,contender,0,0,4
A_6037,g_1072,men,contender,0,0,4
A_6038,g_1073,men,prizewinner,1,0,6
A_6039,g_1073,men,contender,0,0,7
A_6040,g_1073,men,contender,0,0,8
A_6041,g_1073,men,contender,0,0,5
A_6042,g_1073,men,contender,0,0,11
A_6043,g_1073,men,contender,0,0,7
A_6044,g_1074,men,prizewinner,1,1,0
A_6045,g_1074,men,contender,0,1,5
A_6046,g_1074,men,contender,0,1,3
A_6047,g_1074,men,contender,0,1,27
A_6048,g_1074,men,contender,0,1,1
A_6049,g_1074,men,contender,0,1,40
A_6050,g_1075,men,prizewinner,1,1,29
A_6051,g_1075,men,contender,0,1,31
A_6052,g_1075,men,contender,0,1,31
A_6053,g_1075,men,contender,0,1,22
A_6054,g_1075,men,contender,0,1,24
A_6055,g_1075,men,contender,0,1,28
A_6056,g_1076,men,prizewinner,1,0,16
A_6057,g_1076,men,contender,0,0,15
A_6058,g_1076,men,contender,0,0,15
A_6059,g_1076,men,contender,0,0,19
A_6060,g_1076,men,contender,0,0,19
A_6061,g_1076,men,contender,0,1,16
A_6062,g_1077,men,prizewinner,1,1,15
A_6063,g_1077,men,contender,0,1,18
A_6064,g_1077,men,contender,0,0,21
A_6065,g_1077,men,contender,0,1,8
A_6066,g_1077,men,contender,0,1,9
A_6067,g_1077,men,contender,0,1,10
A_6068,g_1078,men,prizewinner,1,0,20
A_6069,g_1078,men,contender,0,0,20
A_6070,g_1078,men,contender,0,0,19
A_6071,g_1078,men,contender,0,0,19
A_6072,g_1078,men,contender,0,0,19
A_6073,g_1078,men,contender,0,0,19
A_6074,g_1079,men,prizewinner,1,0,9
A_6075,g_1079,men,contender,0,1,7
A_6076,g_1079,men,contender,0,0,9
A_6077,g_1079,men,contender,0,0,10
A_6078,g_1079,men,contender,0,0,9
A_6079,g_1079,men,contender,0,0,9
A_6080,g_1080,men,prizewinner,1,0,28
A_6081,g_1080,men,contender,0,1,34
A_6082,g_1081,men,prizewinner,1,0,23
A_6083,g_1081,men,contender,0,0,22
A_6084,g_1081,men,contender,0,0,28
A_6085,g_1081,men,contender,0,0,21
A_6086,g_1081,men,contender,0,0,23
A_6087,g_1081,men,contender,0,0,22
A_6088,g_1082,men,prizewinner,1,0,13
A_6089,g_1082,men,contender,0,0,19
A_6090,g_1082,men,contender,0,0,16
A_6091,g_1082,men,contender,0,0,14
A_6092,g_1082,men,contender,0,0,12
A_6093,g_1082,men,contender,0,0,12
A_6094,g_1083,men,prizewinner,1,0,13
A_6095,g_1083,men,contender,0,0,19
A_6096,g_1083,men,contender,0,0,13
A_6097,g_1083,men,contender,0,0,13
A_6098,g_1083,men,contender,0,0,12
A_6099,g_1083,men,contender,0,0,16
A_6100,g_1084,men,prizewinner,1,0,5
A_6101,g_1084,men,contender,0,0,10
A_6102,g_1084,men,contender,0,0,4
A_6103,g_1084,men,contender,0,0,7
A_6104,g_1084,men,contender,0,0,7
A_6105,g_1084,men,contender,0,0,5
A_6106,g_1085,men,prizewinner,1,0,13
A_6107,g_1085,men,contender,0,0,17
A_6108,g_1085,men,contender,0,0,14
A_6109,g_1085,men,contender,0,0,18
A_6110,g_1085,men,contender,0,0,14
A_6111,g_1085,men,contender,0,0,20
A_6112,g_1086,men,prizewinner,1,0,17
A_6113,g_1086,men,contender,0,0,15
A_6114,g_1086,men,contender,0,1,17
A_6115,g_1086,men,contender,0,0,16
A_6116,g_1086,men,contender,0,1,15
A_6117,g_1086,men,contender,0,1,13
A_6118,g_1087,men,prizewinner,1,0,11
A_6119,g_1087,men,contender,0,0,9
A_6120,g_1087,men,contender,0,0,9
A_6121,g_1087,men,contender,0,0,10
A_6122,g_1087,men,contender,0,0,10
A_6123,g_1088,men,prizewinner,1,0,34
A_6124,g_1088,men,contender,0,1,26
A_6125,g_1089,men,prizewinner,1,1,14
A_6126,g_1089,men,contender,0,0,15
A_6127,g_1089,men,contender,0,1,16
A_6128,g_1089,men,contender,0,0,16
A_6129,g_1089,men,contender,0,0,17
A_6130,g_1089,men,contender,0,0,17
A_6131,g_1090,men,prizewinner,1,1,20
A_6132,g_1090,men,contender,0,1,30
A_6133,g_1091,men,prizewinner,1,0,19
A_6134,g_1091,men,contender,0,0,21
A_6135,g_1091,men,contender,0,0,23
A_6136,g_1091,men,contender,0,0,19
A_6137,g_1091,men,contender,0,0,18
A_6138,g_1091,men,contender,0,0,18
A_6139,g_1092,men,prizewinner,1,0,14
A_6140,g_1092,men,contender,0,0,13
A_6141,g_1092,men,contender,0,0,15
A_6142,g_1092,men,contender,0,0,18
A_6143,g_1092,men,contender,0,0,13
A_6144,g_1092,men,contender,0,0,13
A_6145,g_1093,men,prizewinner,1,0,15
A_6146,g_1093,men,contender,0,0,15
A_6147,g_1093,men,contender,0,0,20
A_6148,g_1093,men,contender,0,0,14
A_6149,g_1093,men,contender,0,0,14
A_6150,g_1093,men,contender,0,0,14
A_6151,g_1094,men,prizewinner,1,0,17
A_6152,g_1094,men,contender,0,0,20
A_6153,g_1094,men,contender,0,1,14
A_6154,g_1094,men,contender,0,1,16
A_6155,g_1094,men,contender,0,1,16
A_6156,g_1094,men,contender,0,1,16
A_6157,g_1095,men,prizewinner,1,1,38
A_6158,g_1095,men,contender,0,1,35
A_6159,g_1096,men,prizewinner,1,0,40
A_6160,g_1096,men,contender,0,1,45
A_6161,g_1096,men,contender,0,0,46
A_6162,g_1096,men,contender,0,1,34
A_6163,g_1096,men,contender,0,0,40
A_6164,g_1096,men,contender,0,0,40
A_6165,g_1097,men,prizewinner,1,0,26
A_6166,g_1097,men,contender,0,1,29
A_6167,g_1097,men,contender,0,0,26
A_6168,g_1097,men,contender,0,0,30
A_6169,g_1097,men,contender,0,1,30
A_6170,g_1097,men,contender,0,1,30
A_6171,g_1098,men,prizewinner,1,0,5
A_6172,g_1098,men,contender,0,0,7
A_6173,g_1098,men,contender,0,0,6
A_6174,g_1098,men,contender,0,0,4
A_6175,g_1098,men,contender,0,1,7
A_6176,g_1098,men,contender,0,0,12
A_6177,g_1099,men,prizewinner,1,0,13
A_6178,g_1099,men,contender,0,1,12
A_6179,g_1099,men,contender,0,0,20
A_6180,g_1099,men,contender,0,1,12
A_6181,g_1099,men,contender,0,0,19
A_6182,g_1099,men,contender,0,0,16
A_6183,g_1100,men,prizewinner,1,1,24
A_6184,g_1100,men,contender,0,1,18
A_6185,g_1100,men,contender,0,1,21
A_6186,g_1100,men,contender,0,1,15
A_6187,g_1100,men,contender,0,1,25
A_6188,g_1100,men,contender,0,1,21
A_6189,g_1101,men,prizewinner,1,0,7
A_6190,g_1101,men,contender,0,0,13
A_6191,g_1101,men,contender,0,0,10
A_6192,g_1101,men,contender,0,1,7
A_6193,g_1101,men,contender,0,0,13
A_6194,g_1101,men,contender,0,0,11
A_6195,g_1102,men,prizewinner,1,1,30
A_6196,g_1102,men,contender,0,1,32
A_6197,g_1102,men,contender,0,1,34
A_6198,g_1102,men,contender,0,0,34
A_6199,g_1102,men,contender,0,1,34
A_6200,g_1102,men,contender,0,1,31
A_6201,g_1103,men,prizewinner,1,0,12
A_6202,g_1103,men,contender,0,1,12
A_6203,g_1103,men,contender,0,0,16
A_6204,g_1103,men,contender,0,0,18
A_6205,g_1103,men,contender,0,0,12
A_6206,g_1103,men,contender,0,0,18
A_6207,g_1104,men,prizewinner,1,1,19
A_6208,g_1104,men,contender,0,0,26
A_6209,g_1104,men,contender,0,0,25
A_6210,g_1104,men,contender,0,0,22
A_6211,g_1104,men,contender,0,0,23
A_6212,g_1104,men,contender,0,0,21
A_6213,g_1105,men,prizewinner,1,0,9
A_6214,g_1105,men,contender,0,0,13
A_6215,g_1105,men,contender,0,0,11
A_6216,g_1105,men,contender,0,0,14
A_6217,g_1105,men,contender,0,0,15
A_6218,g_1105,men,contender,0,0,12
A_6219,g_1106,men,prizewinner,1,0,6
A_6220,g_1106,men,contender,0,0,5
A_6221,g_1106,men,contender,0,0,5
A_6222,g_1106,men,contender,0,0,8
A_6223,g_1106,men,contender,0,0,6
A_6224,g_1106,men,contender,0,0,13
A_6225,g_1107,men,prizewinner,1,1,10
A_6226,g_1107,men,contender,0,1,20
A_6227,g_1107,men,contender,0,0,19
A_6228,g_1107,men,contender,0,0,18
A_6229,g_1107,men,contender,0,0,18
A_6230,g_1107,men,contender,0,1,8
A_6231,g_1108,men,prizewinner,1,0,11
A_6232,g_1108,men,contender,0,1,0
A_6233,g_1108,men,contender,0,1,10
A_6234,g_1108,men,contender,0,1,13
A_6235,g_1108,men,contender,0,0,11
A_6236,g_1108,men,contender,0,0,10
A_6237,g_1109,men,prizewinner,1,1,11
A_6238,g_1109,men,contender,0,1,14
A_6239,g_1109,men,contender,0,0,14
A_6240,g_1109,men,contender,0,1,11
A_6241,g_1109,men,contender,0,1,17
A_6242,g_1109,men,contender,0,1,10
A_6243,g_1110,men,prizewinner,1,0,10
A_6244,g_1110,men,contender,0,0,10
A_6245,g_1110,men,contender,0,0,12
A_6246,g_1110,men,contender,0,0,9
A_6247,g_1110,men,contender,0,0,10
A_6248,g_1110,men,contender,0,1,10
A_6249,g_1111,men,prizewinner,1,1,9
A_6250,g_1111,men,contender,0,1,10
A_6251,g_1111,men,contender,0,1,9
A_6252,g_1111,men,contender,0,0,14
A_6253,g_1111,men,contender,0,1,11
A_6254,g_1111,men,contender,0,1,12
A_6255,g_1112,men,prizewinner,1,0,17
A_6256,g_1112,men,contender,0,1,18
A_6257,g_1112,men,contender,0,1,16
A_6258,g_1112,men,contender,0,0,18
A_6259,g_1112,men,contender,0,1,17
A_6260,g_1112,men,contender,0,0,17
A_6261,g_1113,men,prizewinner,1,1,19
A_6262,g_1113,men,contender,0,0,29
A_6263,g_1113,men,contender,0,1,27
A_6264,g_1113,men,contender,0,1,26
A_6265,g_1113,men,contender,0,1,20
A_6266,g_1114,men,prizewinner,1,1,38
A_6267,g_1114,men,contender,0,1,23
A_6268,g_1115,men,prizewinner,1,1,33
A_6269,g_1115,men,contender,0,1,42
A_6270,g_1115,men,contender,0,1,40
A_6271,g_1115,men,contender,0,1,37
A_6272,g_1115,men,contender,0,1,50
A_6273,g_1115,men,contender,0,1,9
A_6274,g_1116,men,prizewinner,1,0,9
A_6275,g_1116,men,contender,0,0,9
A_6276,g_1116,men,contender,0,0,8
A_6277,g_1116,men,contender,0,1,10
A_6278,g_1116,men,contender,0,0,11
A_6279,g_1116,men,contender,0,0,16
A_6280,g_1117,men,prizewinner,1,0,20
A_6281,g_1117,men,contender,0,0,19
A_6282,g_1117,men,contender,0,0,21
A_6283,g_1117,men,contender,0,0,23
A_6284,g_1117,men,contender,0,0,20
A_6285,g_1117,men,contender,0,0,24
A_6286,g_1118,men,prizewinner,1,0,9
A_6287,g_1118,men,contender,0,0,12
A_6288,g_1118,men,contender,0,0,15
A_6289,g_1118,men,contender,0,0,9
A_6290,g_1118,men,contender,0,0,12
A_6291,g_1118,men,contender,0,0,13
A_6292,g_1119,men,prizewinner,1,0,14
A_6293,g_1119,men,contender,0,1,10
A_6294,g_1119,men,contender,0,0,14
A_6295,g_1119,men,contender,0,1,11
A_6296,g_1120,men,prizewinner,1,0,14
A_6297,g_1120,men,contender,0,0,13
A_6298,g_1120,men,contender,0,0,16
A_6299,g_1120,men,contender,0,0,17
A_6300,g_1120,men,contender,0,0,15
A_6301,g_1120,men,contender,0,0,13
A_6302,g_1121,men,prizewinner,1,0,31
A_6303,g_1121,men,contender,0,1,25
A_6304,g_1121,men,contender,0,0,33
A_6305,g_1121,men,contender,0,0,31
A_6306,g_1121,men,contender,0,1,29
A_6307,g_1121,men,contender,0,0,33
A_6308,g_1122,men,prizewinner,1,0,14
A_6309,g_1122,men,contender,0,1,10
A_6310,g_1122,men,contender,0,0,19
A_6311,g_1122,men,contender,0,0,14
A_6312,g_1122,men,contender,0,0,19
A_6313,g_1122,men,contender,0,1,17
A_6314,g_1123,men,prizewinner,1,0,15
A_6315,g_1123,men,contender,0,0,14
A_6316,g_1123,men,contender,0,0,15
A_6317,g_1123,men,contender,0,0,19
A_6318,g_1123,men,contender,0,0,14
A_6319,g_1123,men,contender,0,0,16
A_6320,g_1124,men,prizewinner,1,0,22
A_6321,g_1124,men,contender,0,1,13
A_6322,g_1124,men,contender,0,1,20
A_6323,g_1124,men,contender,0,0,22
A_6324,g_1124,men,contender,0,0,26
A_6325,g_1124,men,contender,0,0,23
A_6326,g_1125,men,prizewinner,1,0,11
A_6327,g_1125,men,contender,0,0,15
A_6328,g_1125,men,contender,0,1,9
A_6329,g_1125,men,contender,0,0,15
A_6330,g_1125,men,contender,0,1,10
A_6331,g_1125,men,contender,0,1,12
A_6332,g_1126,men,prizewinner,1,0,25
A_6333,g_1126,men,contender,0,0,24
A_6334,g_1126,men,contender,0,0,28
A_6335,g_1126,men,contender,0,1,24
A_6336,g_1126,men,contender,0,0,25
A_6337,g_1126,men,contender,0,1,20
A_6338,g_1127,men,prizewinner,1,0,22
A_6339,g_1127,men,contender,0,0,24
A_6340,g_1127,men,contender,0,0,21
A_6341,g_1127,men,contender,0,1,13
A_6342,g_1127,men,contender,0,1,24
A_6343,g_1127,men,contender,0,0,25
A_6344,g_1128,men,prizewinner,1,0,13
A_6345,g_1128,men,contender,0,0,15
A_6346,g_1128,men,contender,0,1,11
A_6347,g_1128,men,contender,0,1,10
A_6348,g_1128,men,contender,0,0,12
A_6349,g_1128,men,contender,0,0,14
A_6350,g_1129,men,prizewinner,1,1,9
A_6351,g_1129,men,contender,0,0,9
A_6352,g_1129,men,contender,0,0,11
A_6353,g_1129,men,contender,0,0,9
A_6354,g_1129,men,contender,0,0,10
A_6355,g_1129,men,contender,0,0,10
A_6356,g_1130,men,prizewinner,1,1,2
A_6357,g_1130,men,contender,0,1,2
A_6358,g_1130,men,contender,0,1,9
A_6359,g_1130,men,contender,0,1,4
A_6360,g_1130,men,contender,0,1,8
A_6361,g_1130,men,contender,0,1,8
A_6362,g_1131,men,prizewinner,1,0,30
A_6363,g_1131,men,contender,0,0,35
A_6364,g_1131,men,contender,0,0,34
A_6365,g_1131,men,contender,0,0,36
A_6366,g_1131,men,contender,0,0,28
A_6367,g_1131,men,contender,0,0,30
A_6368,g_1132,men,prizewinner,1,1,22
A_6369,g_1132,men,contender,0,0,39
A_6370,g_1132,men,contender,0,1,29
A_6371,g_1132,men,contender,0,0,31
A_6372,g_1132,men,contender,0,1,35
A_6373,g_1132,men,contender,0,0,33
A_6374,g_1133,men,prizewinner,1,0,35
A_6375,g_1133,men,contender,0,0,35
A_6376,g_1133,men,contender,0,0,36
A_6377,g_1134,men,prizewinner,1,0,4
A_6378,g_1134,men,contender,0,0,8
A_6379,g_1134,men,contender,0,0,4
A_6380,g_1134,men,contender,0,0,5
A_6381,g_1134,men,contender,0,0,11
A_6382,g_1134,men,contender,0,0,4
A_6383,g_1135,men,prizewinner,1,1,25
A_6384,g_1135,men,contender,0,1,19
A_6385,g_1135,men,contender,0,1,12
A_6386,g_1136,men,prizewinner,1,0,9
A_6387,g_1136,men,contender,0,0,16
A_6388,g_1136,men,contender,0,0,10
A_6389,g_1136,men,contender,0,0,9
A_6390,g_1136,men,contender,0,0,8
A_6391,g_1136,men,contender,0,0,13
A_6392,g_1137,men,prizewinner,1,0,5
A_6393,g_1137,men,contender,0,0,6
A_6394,g_1137,men,contender,0,0,6
A_6395,g_1137,men,contender,0,0,7
A_6396,g_1137,men,contender,0,0,5
A_6397,g_1137,men,contender,0,0,12
A_6398,g_1138,men,prizewinner,1,0,13
A_6399,g_1138,men,contender,0,0,13
A_6400,g_1138,men,contender,0,0,12
A_6401,g_1138,men,contender,0,0,15
A_6402,g_1138,men,contender,0,0,15
A_6403,g_1138,men,contender,0,0,17
A_6404,g_1139,men,prizewinner,1,0,19
A_6405,g_1139,men,contender,0,1,16
A_6406,g_1139,men,contender,0,1,18
A_6407,g_1139,men,contender,0,1,11
A_6408,g_1139,men,contender,0,1,20
A_6409,g_1139,men,contender,0,1,12
A_6410,g_1140,men,prizewinner,1,0,5
A_6411,g_1140,men,contender,0,0,10
A_6412,g_1140,men,contender,0,0,12
A_6413,g_1140,men,contender,0,0,7
A_6414,g_1140,men,contender,0,0,6
A_6415,g_1140,men,contender,0,0,8
A_6416,g_1141,men,prizewinner,1,0,8
A_6417,g_1141,men,contender,0,0,7
